loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
0.3468240797519684,0.4154409170150757,0.3468240797519684,0.2991604804992676,0.3699713945388794,0.2991604804992676,0.009999999776482582
0.20648802816867828,0.32818683981895447,0.20648802816867828,0.2771863639354706,0.3818325102329254,0.2771863639354706,0.009999999776482582
0.17377395927906036,0.3012538552284241,0.17377395927906036,0.2501983940601349,0.35113826394081116,0.2501983940601349,0.009999999776482582
0.16460654139518738,0.2920645475387573,0.16460654139518738,0.2971120774745941,0.39010417461395264,0.2971120774745941,0.009999999776482582
0.15698207914829254,0.2820449471473694,0.15698207914829254,0.20839865505695343,0.34298765659332275,0.20839865505695343,0.009999999776482582
0.14123918116092682,0.27068910002708435,0.14123918116092682,0.1882144659757614,0.3301129937171936,0.1882144659757614,0.009999999776482582
0.13908027112483978,0.26701533794403076,0.13908027112483978,0.26565250754356384,0.3706876039505005,0.26565250754356384,0.009999999776482582
0.13854119181632996,0.26626822352409363,0.13854119181632996,0.19932478666305542,0.3380593955516815,0.19932478666305542,0.009999999776482582
0.12888507544994354,0.25590020418167114,0.12888507544994354,0.2841133773326874,0.37884145975112915,0.2841133773326874,0.009999999776482582
0.12568329274654388,0.2533452808856964,0.12568329274654388,0.23448248207569122,0.3569449782371521,0.23448248207569122,0.009999999776482582
0.124530129134655,0.24955374002456665,0.124530129134655,0.24522723257541656,0.36451593041419983,0.24522723257541656,0.009999999776482582
0.12911975383758545,0.25465670228004456,0.12911975383758545,0.31249067187309265,0.39858511090278625,0.31249067187309265,0.009999999776482582
0.12381312996149063,0.25019383430480957,0.12381312996149063,0.22558654844760895,0.35555022954940796,0.22558654844760895,0.009999999776482582
0.11788920313119888,0.2446821928024292,0.11788920313119888,0.21878567337989807,0.3545760214328766,0.21878567337989807,0.009999999776482582
0.11389537900686264,0.2412164956331253,0.11389537900686264,0.2561497092247009,0.3675062358379364,0.2561497092247009,0.009999999776482582
0.11496207863092422,0.2418370544910431,0.11496207863092422,0.21503669023513794,0.3431033194065094,0.21503669023513794,0.009999999776482582
0.1070527732372284,0.23247627913951874,0.1070527732372284,0.23542100191116333,0.35724905133247375,0.23542100191116333,0.004999999888241291
0.09840903431177139,0.22446377575397491,0.09840903431177139,0.2281465083360672,0.3581782877445221,0.2281465083360672,0.004999999888241291
0.0998275876045227,0.22300735116004944,0.0998275876045227,0.22167934477329254,0.3526117503643036,0.22167934477329254,0.004999999888241291
0.0946507677435875,0.2193845957517624,0.0946507677435875,0.22173233330249786,0.35019591450691223,0.22173233330249786,0.004999999888241291
0.09583575278520584,0.21968373656272888,0.09583575278520584,0.2145824283361435,0.3416392505168915,0.2145824283361435,0.004999999888241291
0.09820494800806046,0.2194775491952896,0.09820494800806046,0.22213077545166016,0.35242295265197754,0.22213077545166016,0.004999999888241291
0.0923146978020668,0.21750740706920624,0.0923146978020668,0.2238459587097168,0.34783220291137695,0.2238459587097168,0.004999999888241291
0.0905308797955513,0.2144528031349182,0.0905308797955513,0.21971538662910461,0.3514367341995239,0.21971538662910461,0.004999999888241291
0.09290783852338791,0.21668091416358948,0.09290783852338791,0.2196318805217743,0.34470266103744507,0.2196318805217743,0.004999999888241291
0.0907093808054924,0.21331787109375,0.0907093808054924,0.22738996148109436,0.3592357337474823,0.22738996148109436,0.004999999888241291
